,연면적-철근·철골조[㎡],연면적-조적조[㎡],연면적-목조[㎡],연면적-기타(자재별)[㎡],연면적-주거용[㎡],연면적-상업용[㎡],연면적-공업용[㎡],연면적-교육및사회용[㎡],연면적-기타(용도별)[㎡],연면적-자재별[㎡],연면적-용도별[㎡],동수-철근·철골조[동수],동수-조적조[동수],동수-목조[동수],동수-기타(자재별)[동수],동수-주거용[동수],동수-상업용[동수],동수-공업용[동수],동수-교육및사회용[동수],동수-기타(용도별)[동수],동수-자재별[동수],동수-용도별[동수]
2010-01-01,5274654.0,147323.0,39123.0,5600.0,2354565.0,995752.0,825310.0,454100.0,836973.0,5466700.0,5466700.0,8363.0,627.0,468.0,70.0,3361.0,2411.0,1290.0,502.0,1964.0,9528.0,9528.0
2010-02-01,5256600.0,56541.0,36600.0,2495.0,1351050.0,1747796.0,827872.0,715106.0,710412.0,5352236.0,5352236.0,9020.0,719.0,432.0,70.0,3883.0,2673.0,1196.0,422.0,2067.0,10241.0,10241.0
2010-03-01,7346532.0,117029.0,69135.0,5624.0,1704515.0,2340757.0,1391301.0,789682.0,1312065.0,7538320.0,7538320.0,14782.0,1469.0,813.0,104.0,6976.0,4253.0,1771.0,769.0,3399.0,17168.0,17168.0
2010-04-01,9822080.0,153845.0,82915.0,6417.0,3670761.0,1797293.0,1704185.0,830272.0,2062746.0,10065257.0,10065257.0,17988.0,1957.0,1027.0,110.0,8417.0,4868.0,2200.0,920.0,4677.0,21082.0,21082.0
2010-05-01,6683700.0,194514.0,78176.0,3997.0,1672429.0,1943428.0,1353279.0,739749.0,1251502.0,6960387.0,6960387.0,15354.0,1625.0,984.0,121.0,7348.0,4246.0,1726.0,856.0,3908.0,18084.0,18084.0
2010-06-01,7387365.0,117376.0,74011.0,5542.0,2494937.0,1705316.0,1618978.0,536463.0,1228600.0,7584294.0,7584294.0,15657.0,1592.0,939.0,117.0,7139.0,4714.0,1979.0,795.0,3678.0,18305.0,18305.0
2010-07-01,6564800.0,91732.0,64152.0,3874.0,2295202.0,1486217.0,1008251.0,716034.0,1218854.0,6724558.0,6724558.0,13513.0,1223.0,837.0,103.0,5776.0,3886.0,1677.0,684.0,3653.0,15676.0,15676.0
2010-08-01,6604790.0,80736.0,69987.0,2680.0,2028270.0,1719775.0,1356905.0,661866.0,991377.0,6758193.0,6758193.0,12799.0,1064.0,809.0,86.0,5552.0,3804.0,1866.0,735.0,2801.0,14758.0,14758.0
2010-09-01,5672142.0,74831.0,52876.0,5284.0,1534950.0,1536861.0,975820.0,661287.0,1096215.0,5805133.0,5805133.0,11666.0,1024.0,634.0,86.0,5106.0,3460.0,1614.0,603.0,2627.0,13410.0,13410.0
2010-10-01,6630192.0,99537.0,75730.0,5110.0,2028347.0,1753363.0,1213669.0,586974.0,1228216.0,6810569.0,6810569.0,14999.0,1332.0,886.0,119.0,6704.0,4153.0,2081.0,761.0,3637.0,17336.0,17336.0
2010-11-01,7359912.0,100399.0,79340.0,2946.0,1930594.0,1869861.0,1475939.0,995988.0,1270215.0,7542597.0,7542597.0,15912.0,1290.0,998.0,61.0,6388.0,4566.0,2251.0,892.0,4164.0,18261.0,18261.0
2010-12-01,5737430.0,74702.0,59364.0,2473.0,1349979.0,1537860.0,1170820.0,648151.0,1167159.0,5873969.0,5873969.0,12827.0,986.0,758.0,50.0,4853.0,3705.0,1745.0,690.0,3628.0,14621.0,14621.0
2011-01-01,4732145.0,50256.0,31679.0,1529.0,1161394.0,1285569.0,940599.0,581448.0,846599.0,4815609.0,4815609.0,8919.0,671.0,422.0,32.0,3305.0,2512.0,1610.0,456.0,2161.0,10044.0,10044.0
2011-02-01,4828572.0,54009.0,40666.0,676.0,1700062.0,1137709.0,884698.0,342497.0,858957.0,4923923.0,4923923.0,9044.0,628.0,491.0,18.0,4154.0,2656.0,1177.0,377.0,1817.0,10181.0,10181.0
2011-03-01,9371459.0,128889.0,81541.0,4620.0,3290950.0,2605804.0,1670516.0,635645.0,1383594.0,9586509.0,9586509.0,17401.0,1581.0,926.0,69.0,9064.0,4866.0,2068.0,719.0,3260.0,19977.0,19977.0
2011-04-01,10029005.0,152750.0,86907.0,3164.0,4339367.0,2303897.0,1372542.0,661465.0,1594555.0,10271826.0,10271826.0,17985.0,1881.0,1040.0,56.0,9889.0,4816.0,1910.0,664.0,3683.0,20962.0,20962.0
2011-05-01,9249206.0,127514.0,82918.0,1897.0,3530105.0,2238975.0,1507891.0,852019.0,1332545.0,9461535.0,9461535.0,17003.0,1674.0,952.0,36.0,9098.0,4497.0,1879.0,679.0,3512.0,19665.0,19665.0
2011-06-01,7721454.0,115848.0,74855.0,3736.0,2337042.0,2338211.0,1276075.0,617609.0,1346956.0,7915893.0,7915893.0,16443.0,1462.0,954.0,60.0,8011.0,4786.0,2096.0,673.0,3353.0,18919.0,18919.0
2011-07-01,6591834.0,73934.0,71852.0,1771.0,2312826.0,1617745.0,1472705.0,437666.0,898449.0,6739391.0,6739391.0,13635.0,1083.0,795.0,32.0,6671.0,4000.0,1692.0,546.0,2636.0,15545.0,15545.0
2011-08-01,8077176.0,83411.0,65329.0,1703.0,3265800.0,1923505.0,1130179.0,696931.0,1211204.0,8227619.0,8227619.0,14271.0,1096.0,770.0,26.0,7206.0,3811.0,1775.0,686.0,2685.0,16163.0,16163.0
2011-09-01,7517236.0,85464.0,70910.0,2151.0,2838961.0,1950896.0,1325817.0,408190.0,1151897.0,7675761.0,7675761.0,14412.0,1113.0,804.0,30.0,7441.0,4155.0,1565.0,584.0,2614.0,16359.0,16359.0
2011-10-01,11108427.0,91011.0,87857.0,1862.0,5483566.0,1930404.0,1411321.0,534926.0,1928940.0,11289157.0,11289157.0,15953.0,1230.0,1050.0,27.0,8128.0,4192.0,1856.0,854.0,3230.0,18260.0,18260.0
2011-11-01,10575738.0,87425.0,85136.0,2542.0,4700591.0,2591495.0,1441561.0,555291.0,1461903.0,10750841.0,10750841.0,15552.0,1126.0,965.0,37.0,7503.0,4334.0,2000.0,691.0,3152.0,17680.0,17680.0
2011-12-01,7048958.0,59375.0,80309.0,3194.0,2680659.0,1949576.0,996132.0,533406.0,1032063.0,7191836.0,7191836.0,13368.0,839.0,868.0,33.0,6210.0,3931.0,1580.0,656.0,2731.0,15108.0,15108.0
2012-01-01,5498846.0,42120.0,52883.0,2044.0,2021323.0,1413004.0,672106.0,398615.0,1090845.0,5595893.0,5595893.0,9796.0,582.0,591.0,31.0,4521.0,2751.0,1229.0,505.0,1994.0,11000.0,11000.0
2012-02-01,7156456.0,60137.0,49930.0,4364.0,2996436.0,1816051.0,1002009.0,471530.0,984861.0,7270887.0,7270887.0,11818.0,762.0,576.0,34.0,6015.0,3204.0,1469.0,524.0,1978.0,13190.0,13190.0
2012-03-01,9469108.0,94315.0,88627.0,1871.0,4183498.0,2065804.0,1211645.0,630551.0,1562423.0,9653921.0,9653921.0,16420.0,1314.0,1169.0,26.0,9121.0,4381.0,1914.0,796.0,2717.0,18929.0,18929.0
2012-04-01,8853749.0,120598.0,92630.0,3609.0,3508734.0,2050694.0,1417930.0,818748.0,1274480.0,9070586.0,9070586.0,16820.0,1519.0,1089.0,56.0,9800.0,4465.0,1817.0,669.0,2733.0,19484.0,19484.0
2012-05-01,10292269.0,122893.0,107742.0,3822.0,4042711.0,2892692.0,1354305.0,986806.0,1250212.0,10526726.0,10526726.0,17691.0,1617.0,1232.0,52.0,10195.0,4776.0,1946.0,692.0,2983.0,20592.0,20592.0
2012-06-01,8540287.0,98312.0,77277.0,2824.0,3481971.0,2186263.0,1274916.0,550299.0,1225251.0,8718700.0,8718700.0,15761.0,1234.0,924.0,47.0,8157.0,4384.0,1825.0,669.0,2931.0,17966.0,17966.0
2012-07-01,7848739.0,72186.0,67928.0,2585.0,2880162.0,2421127.0,1120484.0,711655.0,858010.0,7991438.0,7991438.0,14208.0,1058.0,859.0,39.0,6931.0,4196.0,1707.0,792.0,2538.0,16164.0,16164.0
2012-08-01,8371971.0,59557.0,69467.0,3593.0,3673899.0,1765966.0,1121248.0,811413.0,1132062.0,8504588.0,8504588.0,12801.0,855.0,754.0,43.0,6471.0,3551.0,1426.0,646.0,2359.0,14453.0,14453.0
2012-09-01,7423073.0,71596.0,61827.0,3935.0,3336868.0,1729780.0,1056004.0,484921.0,952858.0,7560431.0,7560431.0,12866.0,939.0,725.0,45.0,6630.0,3794.0,1508.0,631.0,2012.0,14575.0,14575.0
2012-10-01,8535549.0,73430.0,75786.0,2364.0,3331533.0,1893016.0,1213170.0,553307.0,1696103.0,8687129.0,8687129.0,13668.0,1038.0,962.0,32.0,7001.0,3943.0,1439.0,691.0,2626.0,15700.0,15700.0
2012-11-01,9818295.0,80414.0,68316.0,1996.0,3705063.0,2260159.0,1576230.0,578364.0,1849205.0,9969021.0,9969021.0,14825.0,1074.0,878.0,37.0,7001.0,4344.0,1840.0,760.0,2869.0,16814.0,16814.0
2012-12-01,5990913.0,38317.0,48377.0,2199.0,2052130.0,1573072.0,937072.0,567244.0,950288.0,6079806.0,6079806.0,10485.0,590.0,610.0,37.0,4840.0,2946.0,1328.0,572.0,2036.0,11722.0,11722.0
2013-01-01,6251651.0,39888.0,38509.0,2297.0,1791233.0,1971605.0,974514.0,787845.0,807148.0,6332345.0,6332345.0,8579.0,508.0,459.0,30.0,3661.0,2481.0,1227.0,469.0,1738.0,9576.0,9576.0
2013-02-01,7742816.0,41793.0,44891.0,2500.0,3116628.0,1435649.0,1006568.0,409908.0,1863247.0,7832000.0,7832000.0,9067.0,570.0,538.0,35.0,4506.0,2503.0,1244.0,430.0,1527.0,10210.0,10210.0
2013-03-01,8417170.0,89506.0,91962.0,4071.0,3627938.0,2022957.0,1192286.0,595375.0,1164153.0,8602709.0,8602709.0,14274.0,1141.0,1009.0,55.0,7728.0,4144.0,1700.0,593.0,2314.0,16479.0,16479.0
2013-04-01,9633037.0,112945.0,107952.0,3544.0,3935094.0,2489175.0,1436365.0,715849.0,1280995.0,9857478.0,9857478.0,17538.0,1535.0,1202.0,50.0,10101.0,4760.0,1987.0,692.0,2785.0,20325.0,20325.0
2013-05-01,8179949.0,116418.0,88119.0,4062.0,3034862.0,2394333.0,1335670.0,598627.0,1025056.0,8388548.0,8388548.0,16739.0,1462.0,1115.0,54.0,9196.0,4798.0,1901.0,753.0,2722.0,19370.0,19370.0
2013-06-01,8285308.0,78332.0,67664.0,3341.0,3461379.0,2039073.0,1052424.0,521172.0,1360597.0,8434645.0,8434645.0,14297.0,1016.0,843.0,57.0,7278.0,4022.0,1640.0,603.0,2670.0,16213.0,16213.0
2013-07-01,7838763.0,72544.0,83750.0,3638.0,2545426.0,2085428.0,1388816.0,665743.0,1313282.0,7998695.0,7998695.0,15159.0,1017.0,908.0,66.0,7333.0,4300.0,1968.0,622.0,2927.0,17150.0,17150.0
2013-08-01,9193318.0,68970.0,69297.0,4794.0,3271492.0,2787188.0,1416996.0,830675.0,1030028.0,9336379.0,9336379.0,13763.0,897.0,774.0,48.0,6765.0,3968.0,1798.0,699.0,2252.0,15482.0,15482.0
2013-09-01,7252631.0,61048.0,70580.0,2639.0,3143718.0,1642886.0,1195086.0,385096.0,1020112.0,7386898.0,7386898.0,13053.0,842.0,774.0,42.0,6653.0,3843.0,1628.0,548.0,2039.0,14711.0,14711.0
2013-10-01,9839517.0,76611.0,95589.0,3789.0,3754280.0,2698677.0,1402513.0,757024.0,1403012.0,10015506.0,10015506.0,15689.0,1057.0,1075.0,47.0,7905.0,4543.0,2000.0,646.0,2774.0,17868.0,17868.0
2013-11-01,9646929.0,69222.0,82183.0,2593.0,4131527.0,2132695.0,1488349.0,614400.0,1433956.0,9800927.0,9800927.0,14291.0,980.0,961.0,38.0,6992.0,4110.0,1913.0,675.0,2580.0,16270.0,16270.0
2013-12-01,10206702.0,41923.0,57527.0,4242.0,5759646.0,1976862.0,1030004.0,485950.0,1057932.0,10310394.0,10310394.0,12457.0,703.0,682.0,49.0,5626.0,3585.0,1595.0,620.0,2465.0,13891.0,13891.0
2014-01-01,5127499.0,30550.0,52846.0,3293.0,2208314.0,1257872.0,548290.0,482914.0,716798.0,5214188.0,5214188.0,8909.0,465.0,573.0,32.0,4080.0,2678.0,1098.0,393.0,1730.0,9979.0,9979.0
2014-02-01,7208432.0,46439.0,53144.0,2779.0,3097151.0,2095484.0,860425.0,337191.0,920543.0,7310794.0,7310794.0,11077.0,599.0,615.0,28.0,5679.0,3132.0,1106.0,432.0,1970.0,12319.0,12319.0
2014-03-01,10458494.0,84074.0,88997.0,6942.0,3745062.0,3464359.0,1598396.0,704151.0,1126539.0,10638507.0,10638507.0,16073.0,1079.0,950.0,50.0,8769.0,4492.0,1745.0,563.0,2583.0,18152.0,18152.0
2014-04-01,11208065.0,107872.0,122446.0,6283.0,4817054.0,2822812.0,1449117.0,537371.0,1818312.0,11444666.0,11444666.0,18667.0,1377.0,1438.0,82.0,10574.0,5120.0,1930.0,624.0,3316.0,21564.0,21564.0
2014-05-01,8760044.0,87020.0,97432.0,5039.0,3514569.0,2373044.0,1512612.0,337682.0,1211628.0,8949535.0,8949535.0,16522.0,1185.0,1082.0,74.0,8959.0,4540.0,1780.0,473.0,3111.0,18863.0,18863.0
2014-06-01,8776223.0,73403.0,78503.0,3448.0,3569510.0,2275504.0,1312958.0,508919.0,1264686.0,8931577.0,8931577.0,15317.0,998.0,965.0,49.0,7933.0,4323.0,1704.0,604.0,2765.0,17329.0,17329.0
2014-07-01,8196783.0,72050.0,79077.0,5671.0,3202157.0,2247216.0,1332045.0,473904.0,1098259.0,8353581.0,8353581.0,16827.0,988.0,972.0,63.0,8379.0,4729.0,1869.0,668.0,3205.0,18850.0,18850.0
2014-08-01,8240309.0,62918.0,86717.0,3444.0,3425797.0,2245119.0,1130700.0,526952.0,1064820.0,8393388.0,8393388.0,13690.0,781.0,948.0,52.0,7065.0,3924.0,1717.0,483.0,2282.0,15471.0,15471.0
2014-09-01,10355225.0,66702.0,85992.0,2968.0,4815395.0,2624104.0,1335968.0,487805.0,1247615.0,10510887.0,10510887.0,13999.0,885.0,950.0,34.0,7481.0,3947.0,1520.0,552.0,2368.0,15868.0,15868.0
2014-10-01,14129884.0,73726.0,103312.0,4676.0,6268545.0,3053532.0,1412921.0,1461948.0,2114652.0,14311598.0,14311598.0,17016.0,1047.0,1132.0,62.0,9204.0,4650.0,1903.0,675.0,2825.0,19257.0,19257.0
2014-11-01,10491439.0,64452.0,84386.0,4941.0,5027588.0,2436050.0,1300702.0,407690.0,1473188.0,10645218.0,10645218.0,15144.0,881.0,982.0,74.0,7538.0,4536.0,1712.0,531.0,2764.0,17081.0,17081.0
2014-12-01,7093502.0,57056.0,77617.0,4725.0,2274637.0,2233511.0,1082889.0,647562.0,994301.0,7232900.0,7232900.0,12944.0,774.0,886.0,53.0,6193.0,3842.0,1595.0,488.0,2539.0,14657.0,14657.0
2015-01-01,7472331.0,42570.0,56502.0,1975.0,2737356.0,2538830.0,777386.0,448495.0,1071311.0,7573378.0,7573378.0,10388.0,573.0,656.0,23.0,4867.0,3203.0,1263.0,457.0,1850.0,11640.0,11640.0
2015-02-01,7138957.0,40624.0,60047.0,2961.0,2948885.0,2157459.0,895285.0,379544.0,861416.0,7242589.0,7242589.0,10064.0,560.0,689.0,35.0,5522.0,2917.0,1049.0,390.0,1470.0,11348.0,11348.0
2015-03-01,13013344.0,83077.0,118828.0,6651.0,6103848.0,3278453.0,1524442.0,685258.0,1629899.0,13221900.0,13221900.0,18302.0,1066.0,1290.0,72.0,10662.0,4974.0,1787.0,630.0,2677.0,20730.0,20730.0
2015-04-01,13553237.0,107759.0,122995.0,6449.0,6003310.0,3873718.0,1607734.0,922518.0,1383160.0,13790440.0,13790440.0,20009.0,1352.0,1410.0,69.0,12013.0,5433.0,2050.0,572.0,2772.0,22840.0,22840.0
2015-05-01,12886220.0,78488.0,101233.0,4700.0,5686806.0,3841836.0,1286495.0,964591.0,1290913.0,13070641.0,13070641.0,17279.0,1128.0,1180.0,65.0,10334.0,4784.0,1600.0,532.0,2402.0,19652.0,19652.0
2015-06-01,15543760.0,88802.0,109210.0,7355.0,7254713.0,4556155.0,1444575.0,701519.0,1792165.0,15749127.0,15749127.0,20015.0,1133.0,1388.0,94.0,11187.0,5427.0,2131.0,736.0,3149.0,22630.0,22630.0
2015-07-01,12028142.0,79198.0,104092.0,5900.0,5014324.0,3483190.0,1604243.0,550492.0,1565083.0,12217332.0,12217332.0,18361.0,1140.0,1207.0,80.0,10307.0,5200.0,1929.0,653.0,2699.0,20788.0,20788.0
2015-08-01,13032709.0,69894.0,95518.0,7040.0,5990158.0,3604998.0,1125925.0,594127.0,1889953.0,13205161.0,13205161.0,16085.0,891.0,1075.0,89.0,9028.0,4588.0,1544.0,610.0,2370.0,18140.0,18140.0
2015-09-01,10876393.0,69703.0,93791.0,6068.0,4943918.0,2832205.0,1560040.0,468052.0,1241740.0,11045955.0,11045955.0,17118.0,912.0,1073.0,65.0,9720.0,4873.0,1592.0,519.0,2464.0,19168.0,19168.0
2015-10-01,17939283.0,67690.0,119553.0,4024.0,9279701.0,3897396.0,1631684.0,859889.0,2461880.0,18130550.0,18130550.0,19185.0,937.0,1391.0,60.0,10554.0,5344.0,1908.0,690.0,3077.0,21573.0,21573.0
2015-11-01,15794917.0,58668.0,102676.0,3343.0,7630710.0,4478632.0,1290640.0,537883.0,2021739.0,15959604.0,15959604.0,17696.0,824.0,1191.0,82.0,9438.0,5002.0,1827.0,655.0,2871.0,19793.0,19793.0
2015-12-01,11257773.0,62627.0,88894.0,2463.0,4572710.0,3298323.0,1238282.0,907601.0,1394841.0,11411757.0,11411757.0,15745.0,791.0,1045.0,58.0,8294.0,4597.0,1534.0,632.0,2582.0,17639.0,17639.0
2016-01-01,6810075.0,48562.0,73286.0,6104.0,2619056.0,2244166.0,793478.0,342429.0,938898.0,6938027.0,6938027.0,10811.0,617.0,810.0,118.0,5964.0,3185.0,1145.0,468.0,1594.0,12356.0,12356.0
2016-02-01,8765940.0,38993.0,76758.0,4367.0,3607595.0,2908573.0,1132661.0,343898.0,893331.0,8886058.0,8886058.0,11594.0,483.0,874.0,75.0,6690.0,3218.0,1103.0,352.0,1663.0,13026.0,13026.0
2016-03-01,12465310.0,81307.0,137139.0,3315.0,5223778.0,3833521.0,1312559.0,705213.0,1612000.0,12687071.0,12687071.0,19732.0,1049.0,1523.0,71.0,11570.0,5615.0,1662.0,646.0,2882.0,22375.0,22375.0
2016-04-01,14225590.0,87507.0,138335.0,4251.0,6854508.0,3228768.0,1254326.0,589039.0,2529042.0,14455683.0,14455683.0,19980.0,1152.0,1492.0,128.0,11970.0,5358.0,1686.0,570.0,3168.0,22752.0,22752.0
2016-05-01,13067580.0,85597.0,122704.0,4076.0,5895655.0,3623018.0,1500241.0,652971.0,1608072.0,13279957.0,13279957.0,19254.0,1131.0,1316.0,90.0,11071.0,5297.0,1854.0,527.0,3042.0,21791.0,21791.0
2016-06-01,12597506.0,67280.0,123941.0,4084.0,5289210.0,3231233.0,1415461.0,589792.0,2267115.0,12792811.0,12792811.0,19199.0,959.0,1416.0,91.0,10610.0,5536.0,1686.0,660.0,3173.0,21665.0,21665.0
2016-07-01,12744218.0,57739.0,112154.0,3131.0,5388377.0,3567712.0,1412440.0,674131.0,1874582.0,12917242.0,12917242.0,19079.0,846.0,1302.0,70.0,10367.0,5542.0,1819.0,575.0,2994.0,21297.0,21297.0
2016-08-01,11346038.0,58599.0,114534.0,2744.0,4693286.0,3113193.0,1672695.0,534047.0,1508694.0,11521915.0,11521915.0,17697.0,815.0,1212.0,86.0,10022.0,4810.0,1740.0,485.0,2753.0,19810.0,19810.0
2016-09-01,11225295.0,50155.0,101921.0,3225.0,5370137.0,2898629.0,976365.0,550161.0,1585304.0,11380596.0,11380596.0,15040.0,768.0,1171.0,59.0,8462.0,4202.0,1337.0,567.0,2470.0,17038.0,17038.0
2016-10-01,11605737.0,67724.0,119511.0,4194.0,5071826.0,3171270.0,1328437.0,493336.0,1732297.0,11797166.0,11797166.0,17127.0,833.0,1364.0,134.0,9561.0,4770.0,1460.0,570.0,3097.0,19458.0,19458.0
2016-11-01,15140656.0,54786.0,125831.0,3947.0,7096450.0,3810709.0,1343927.0,855373.0,2218761.0,15325220.0,15325220.0,18634.0,815.0,1375.0,100.0,9742.0,5425.0,1725.0,595.0,3437.0,20924.0,20924.0
2016-12-01,11727680.0,49399.0,100330.0,6380.0,4941174.0,3298826.0,1316746.0,634914.0,1692129.0,11883789.0,11883789.0,17552.0,730.0,1090.0,108.0,9132.0,4859.0,1534.0,666.0,3289.0,19480.0,19480.0
2017-01-01,7851939.0,33451.0,88950.0,6521.0,2899247.0,2264173.0,1260814.0,576789.0,979838.0,7980861.0,7980861.0,12586.0,491.0,964.0,89.0,6964.0,3629.0,1067.0,385.0,2085.0,14130.0,14130.0
2017-02-01,8982613.0,45054.0,91103.0,10491.0,3681970.0,2604645.0,1063598.0,612990.0,1166058.0,9129261.0,9129261.0,12960.0,581.0,967.0,82.0,7400.0,3554.0,1065.0,359.0,2212.0,14590.0,14590.0
2017-03-01,11309191.0,49846.0,123717.0,1607.0,4589369.0,3384180.0,1460224.0,682722.0,1367866.0,11484361.0,11484361.0,16362.0,740.0,1241.0,108.0,9210.0,4441.0,1407.0,423.0,2970.0,18451.0,18451.0
2017-04-01,10068449.0,53459.0,126027.0,3094.0,3343209.0,3519637.0,1371182.0,488447.0,1528554.0,10251029.0,10251029.0,16673.0,768.0,1351.0,87.0,9396.0,4639.0,1333.0,489.0,3022.0,18879.0,18879.0
2017-05-01,10139076.0,54763.0,119699.0,33291.0,3555877.0,3252151.0,1325143.0,650038.0,1563620.0,10346829.0,10346829.0,16804.0,789.0,1351.0,81.0,9172.0,4669.0,1412.0,476.0,3296.0,19025.0,19025.0
2017-06-01,11849715.0,46611.0,110845.0,3253.0,4686124.0,3062290.0,1643771.0,489894.0,2128345.0,12010424.0,12010424.0,16909.0,679.0,1201.0,80.0,9015.0,4699.0,1402.0,544.0,3209.0,18869.0,18869.0
2017-07-01,9756021.0,44187.0,100528.0,5321.0,3569943.0,2991542.0,1269431.0,463144.0,1611997.0,9906057.0,9906057.0,15411.0,595.0,1135.0,92.0,7991.0,4150.0,1408.0,473.0,3211.0,17233.0,17233.0
2017-08-01,11257806.0,30650.0,106061.0,5160.0,4779519.0,3082586.0,1315334.0,529261.0,1692977.0,11399677.0,11399677.0,15690.0,541.0,1107.0,94.0,7929.0,4263.0,1415.0,470.0,3355.0,17432.0,17432.0
2017-09-01,11249801.0,37089.0,115915.0,3006.0,4159700.0,3974043.0,1209878.0,524851.0,1537339.0,11405811.0,11405811.0,17767.0,689.0,1313.0,75.0,8923.0,4895.0,1577.0,494.0,3955.0,19844.0,19844.0
2017-10-01,8641211.0,32798.0,88610.0,3043.0,3303435.0,2592704.0,901257.0,444280.0,1523986.0,8765662.0,8765662.0,12985.0,480.0,983.0,65.0,6316.0,3484.0,1206.0,442.0,3065.0,14513.0,14513.0
2017-11-01,13120982.0,36535.0,127060.0,4401.0,5190391.0,3726058.0,1576168.0,466991.0,2329370.0,13288978.0,13288978.0,18025.0,622.0,1341.0,125.0,8181.0,4880.0,1598.0,546.0,4908.0,20113.0,20113.0
2017-12-01,11675642.0,29131.0,86613.0,40961.0,4918026.0,3286019.0,1045042.0,476713.0,2106547.0,11832347.0,11832347.0,14268.0,519.0,984.0,85.0,6288.0,3697.0,1171.0,466.0,4234.0,15856.0,15856.0
2018-01-01,8131766.0,22997.0,55097.0,4128.0,2135304.0,2891965.0,941413.0,566933.0,1678373.0,8213988.0,8213988.0,12042.0,347.0,641.0,99.0,4493.0,3033.0,922.0,451.0,4230.0,13129.0,13129.0
2018-02-01,6859243.0,18144.0,60703.0,44264.0,2431040.0,1920888.0,628804.0,392713.0,1608909.0,6982354.0,6982354.0,11258.0,330.0,630.0,150.0,4639.0,2732.0,740.0,304.0,3953.0,12368.0,12368.0
2018-03-01,13246006.0,27205.0,107345.0,51125.0,5654651.0,3143518.0,1033950.0,571819.0,3027743.0,13431681.0,13431681.0,19712.0,505.0,1100.0,235.0,8627.0,4739.0,1335.0,484.0,6367.0,21552.0,21552.0
2018-04-01,11334493.0,26804.0,121071.0,15945.0,3665195.0,3293154.0,1397625.0,567363.0,2574976.0,11498313.0,11498313.0,20501.0,582.0,1294.0,279.0,8820.0,5131.0,1443.0,580.0,6682.0,22656.0,22656.0
2018-05-01,13181738.0,34183.0,124969.0,29873.0,4559152.0,3838046.0,1699730.0,646466.0,2627369.0,13370763.0,13370763.0,20226.0,554.0,1462.0,273.0,9012.0,4918.0,1534.0,816.0,6235.0,22515.0,22515.0
2018-06-01,10262456.0,24233.0,100882.0,17141.0,3496567.0,2858926.0,1502310.0,536422.0,2010487.0,10404712.0,10404712.0,18261.0,470.0,1066.0,289.0,8092.0,4702.0,1403.0,444.0,5445.0,20086.0,20086.0
2018-07-01,9199783.0,26518.0,95020.0,11073.0,2764151.0,2740241.0,1349877.0,694408.0,1783717.0,9332394.0,9332394.0,17122.0,427.0,1028.0,237.0,7215.0,4607.0,1402.0,547.0,5043.0,18814.0,18814.0
2018-08-01,9358884.0,14946.0,86247.0,15187.0,2998141.0,2852099.0,1674976.0,476241.0,1473807.0,9475264.0,9475264.0,15505.0,343.0,888.0,226.0,6500.0,4345.0,1341.0,472.0,4304.0,16962.0,16962.0
2018-09-01,8703086.0,13416.0,82251.0,12517.0,2491060.0,3068948.0,1022563.0,352472.0,1876227.0,8811270.0,8811270.0,13317.0,295.0,843.0,201.0,5564.0,3592.0,1036.0,408.0,4056.0,14656.0,14656.0
2018-10-01,10409085.0,30066.0,97439.0,17235.0,2643440.0,3593548.0,1536371.0,456451.0,2324015.0,10553825.0,10553825.0,18422.0,510.0,1045.0,306.0,7489.0,4670.0,1515.0,549.0,6060.0,20283.0,20283.0
2018-11-01,9968795.0,22748.0,92939.0,28937.0,2869988.0,3037170.0,1347173.0,453998.0,2405090.0,10113419.0,10113419.0,16885.0,456.0,1038.0,305.0,6184.0,4590.0,1402.0,470.0,6038.0,18684.0,18684.0
2018-12-01,8938740.0,15376.0,67518.0,11119.0,3224380.0,2140014.0,864408.0,463515.0,2340436.0,9032753.0,9032753.0,13090.0,293.0,793.0,221.0,4665.0,3529.0,983.0,498.0,4722.0,14397.0,14397.0
2019-01-01,7896853.0,15165.0,49638.0,54192.0,2113815.0,2371376.0,1192622.0,438659.0,1899376.0,8015848.0,8015848.0,12047.0,308.0,531.0,262.0,3954.0,3098.0,856.0,430.0,4810.0,13148.0,13148.0
2019-02-01,7374364.0,11773.0,52287.0,34166.0,2392668.0,2146293.0,665129.0,412482.0,1856018.0,7472590.0,7472590.0,10493.0,261.0,489.0,199.0,3987.0,2784.0,707.0,307.0,3657.0,11442.0,11442.0
2019-03-01,10126517.0,18881.0,92460.0,421667.0,3486945.0,2813243.0,1516378.0,481340.0,2361619.0,10659525.0,10659525.0,15643.0,375.0,981.0,352.0,6593.0,4348.0,1205.0,481.0,4724.0,17351.0,17351.0
2019-04-01,10816280.0,19587.0,102341.0,75857.0,4098393.0,2665539.0,1184690.0,542363.0,2523080.0,11014065.0,11014065.0,17562.0,444.0,1094.0,313.0,7351.0,4764.0,1257.0,515.0,5526.0,19413.0,19413.0
2019-05-01,10952259.0,15422.0,102342.0,30639.0,3831703.0,2716266.0,1637909.0,486842.0,2427942.0,11100662.0,11100662.0,17153.0,458.0,1087.0,376.0,7402.0,4492.0,1208.0,461.0,5511.0,19074.0,19074.0
2019-06-01,9059686.0,15101.0,72546.0,18316.0,2704028.0,2606304.0,1336852.0,352755.0,2165710.0,9165649.0,9165649.0,14992.0,349.0,818.0,285.0,5935.0,4106.0,1245.0,402.0,4756.0,16444.0,16444.0
