,전국[호],부산[호],충북[호],충남[호],대구[호],대전[호],강원[호],광주[호],경기[호],인천[호],제주[호],전북[호],전남[호],경북[호],경남[호],민간부문[호],공공부문[호],부문별[호],세종[호],서울[호],울산[호]
2017-08-01,396469.0,35578.0,19411.0,15840.0,22525.0,4565.0,19226.0,18245.0,109032.0,12158.0,11606.0,12281.0,10958.0,16470.0,24666.0,373641.0,22828.0,396469.0,1903.0,56497.0,5508.0
2017-09-01,454957.0,40163.0,21746.0,19328.0,23120.0,4862.0,23914.0,18446.0,121541.0,13006.0,12709.0,12722.0,12454.0,19488.0,29440.0,429862.0,25095.0,454957.0,1963.0,73459.0,6596.0
2017-10-01,502266.0,42749.0,22370.0,20237.0,25742.0,5961.0,25879.0,18525.0,130894.0,15004.0,13014.0,14549.0,15190.0,21088.0,30061.0,473714.0,28552.0,502266.0,3755.0,89283.0,7965.0
2017-11-01,552558.0,45394.0,26761.0,21371.0,26660.0,6046.0,27161.0,18670.0,151195.0,16987.0,13550.0,15225.0,17305.0,22305.0,31109.0,516105.0,36453.0,552558.0,6178.0,97080.0,9561.0
2017-12-01,653441.0,47159.0,30463.0,25301.0,31378.0,9953.0,29497.0,20326.0,185582.0,22689.0,14163.0,17224.0,20439.0,25105.0,38952.0,576812.0,76629.0,653441.0,9332.0,113131.0,12747.0
2018-01-01,37696.0,3052.0,3259.0,2136.0,947.0,190.0,3312.0,227.0,9129.0,5079.0,729.0,1060.0,378.0,1196.0,1113.0,36513.0,1183.0,37696.0,50.0,5694.0,145.0
2018-02-01,81092.0,5011.0,5440.0,3814.0,10385.0,502.0,4107.0,1516.0,25658.0,6639.0,1122.0,1464.0,1879.0,1765.0,1962.0,78279.0,2813.0,81092.0,273.0,9198.0,357.0
2018-03-01,119571.0,8057.0,6831.0,5774.0,11329.0,1569.0,5861.0,1628.0,37365.0,9990.0,1751.0,1791.0,2942.0,4830.0,5384.0,116758.0,2813.0,119571.0,327.0,13559.0,583.0
2018-04-01,166308.0,9736.0,8972.0,7981.0,12542.0,1796.0,9143.0,2099.0,52659.0,13598.0,2758.0,2311.0,5374.0,8298.0,7282.0,162368.0,3940.0,166308.0,395.0,18850.0,2514.0
2018-05-01,205227.0,12127.0,10742.0,8709.0,13794.0,2074.0,11927.0,3052.0,61937.0,14730.0,3868.0,4217.0,7025.0,12192.0,10840.0,198038.0,7189.0,205227.0,463.0,24340.0,3190.0
2018-06-01,249505.0,17396.0,15797.0,9996.0,17330.0,2315.0,15375.0,5415.0,73964.0,15126.0,4362.0,4918.0,8223.0,14374.0,11688.0,235925.0,13580.0,249505.0,500.0,27965.0,4761.0
2018-07-01,307800.0,28213.0,18319.0,11763.0,18159.0,4687.0,17619.0,10851.0,87697.0,16976.0,4910.0,6485.0,10694.0,17981.0,13637.0,291912.0,15888.0,307800.0,581.0,34270.0,4958.0
2018-08-01,346099.0,29850.0,19833.0,13228.0,21234.0,4996.0,18983.0,11097.0,97149.0,24848.0,5426.0,6991.0,11760.0,19429.0,16746.0,327634.0,18465.0,346099.0,623.0,38566.0,5340.0
2018-09-01,376367.0,30789.0,21796.0,14458.0,24308.0,5360.0,21117.0,11455.0,108179.0,26698.0,5901.0,7983.0,12217.0,20276.0,17107.0,356079.0,20288.0,376367.0,708.0,42210.0,5805.0
2018-10-01,412246.0,32070.0,24701.0,18201.0,25130.0,5955.0,23337.0,11603.0,119043.0,28836.0,6373.0,8306.0,13640.0,21618.0,18450.0,387256.0,24990.0,412246.0,743.0,48066.0,6174.0
2018-11-01,456105.0,33223.0,24943.0,20588.0,29665.0,6050.0,24180.0,14562.0,128494.0,35582.0,6753.0,8676.0,14527.0,22360.0,18891.0,428362.0,27743.0,456105.0,775.0,56575.0,10261.0
2018-12-01,554136.0,34352.0,27895.0,26131.0,35444.0,6520.0,26297.0,14999.0,174971.0,39375.0,7372.0,13019.0,16070.0,25428.0,25691.0,473054.0,81082.0,554136.0,2062.0,65751.0,12759.0
2019-01-01,32023.0,1921.0,504.0,2785.0,471.0,3504.0,2094.0,904.0,8837.0,932.0,458.0,207.0,366.0,476.0,348.0,30393.0,1630.0,32023.0,58.0,8065.0,93.0
2019-02-01,74277.0,3638.0,1132.0,5236.0,2018.0,4759.0,2884.0,1845.0,20193.0,10246.0,781.0,1251.0,2807.0,1410.0,2494.0,69292.0,4985.0,74277.0,78.0,13372.0,133.0
2019-03-01,125140.0,4423.0,1583.0,6808.0,3135.0,5981.0,3637.0,5774.0,35871.0,13154.0,1102.0,1567.0,4481.0,1961.0,2999.0,112071.0,13069.0,125140.0,4189.0,28257.0,218.0
2019-04-01,160756.0,6123.0,2747.0,7869.0,4963.0,6952.0,4341.0,7121.0,51262.0,16116.0,1539.0,2362.0,6349.0,2978.0,3676.0,143480.0,17276.0,160756.0,4216.0,31700.0,442.0
2019-05-01,190154.0,6809.0,3245.0,9464.0,7234.0,7214.0,5949.0,8045.0,59919.0,18304.0,2023.0,3540.0,8504.0,3858.0,6099.0,171933.0,18221.0,190154.0,4329.0,35077.0,541.0
2019-06-01,226594.0,7944.0,3649.0,12839.0,8339.0,12641.0,7257.0,8174.0,69500.0,21885.0,2450.0,3868.0,10074.0,5918.0,6904.0,200041.0,26553.0,226594.0,4401.0,37643.0,3108.0
2019-07-01,254168.0,9766.0,3924.0,16379.0,11138.0,12864.0,9238.0,9299.0,73987.0,25574.0,3039.0,4308.0,10846.0,7091.0,7582.0,227473.0,26695.0,254168.0,4461.0,41407.0,3265.0
2019-08-01,282944.0,10187.0,5251.0,17142.0,12636.0,13358.0,9799.0,9923.0,82017.0,32779.0,3514.0,5410.0,11924.0,7560.0,7911.0,255136.0,27808.0,282944.0,4494.0,45738.0,3301.0
2019-09-01,314215.0,11879.0,5690.0,17532.0,14788.0,13397.0,10326.0,10989.0,97579.0,34264.0,4017.0,5747.0,14158.0,7962.0,9641.0,284248.0,29967.0,314215.0,4519.0,48399.0,3328.0
2019-10-01,353972.0,13262.0,8455.0,18714.0,17974.0,15788.0,11559.0,11420.0,108400.0,37996.0,4344.0,7518.0,17183.0,9193.0,12864.0,323848.0,30124.0,353972.0,4531.0,51386.0,3385.0
2019-11-01,387340.0,15407.0,9260.0,21051.0,22122.0,15790.0,13493.0,12946.0,118718.0,39322.0,4941.0,9623.0,17928.0,9735.0,13254.0,352066.0,35274.0,387340.0,4550.0,55661.0,3539.0
2019-12-01,487975.0,17237.0,11463.0,26951.0,27725.0,17523.0,19366.0,19174.0,165424.0,44530.0,5722.0,10352.0,19406.0,11727.0,17887.0,394349.0,93626.0,487975.0,5297.0,62272.0,5919.0
2020-01-01,23978.0,256.0,744.0,281.0,926.0,1440.0,745.0,385.0,7570.0,1226.0,381.0,1020.0,1965.0,252.0,263.0,23045.0,933.0,23978.0,372.0,3417.0,2735.0
2020-02-01,61958.0,650.0,973.0,3602.0,2148.0,2366.0,1247.0,789.0,25371.0,3990.0,676.0,1889.0,2404.0,637.0,2783.0,59264.0,2694.0,61958.0,602.0,9068.0,2763.0
2020-03-01,95606.0,1741.0,1343.0,6270.0,4333.0,4538.0,2309.0,1984.0,36739.0,4447.0,1423.0,2444.0,4520.0,1702.0,3712.0,91669.0,3937.0,95606.0,630.0,13685.0,3786.0
2020-04-01,127490.0,2935.0,1633.0,7284.0,7539.0,5013.0,3920.0,3189.0,46162.0,4815.0,1780.0,3494.0,5461.0,3712.0,7015.0,119788.0,7702.0,127490.0,1654.0,18025.0,3859.0
2020-05-01,155769.0,3652.0,1959.0,9474.0,8363.0,5085.0,5754.0,4628.0,56297.0,6294.0,2178.0,3768.0,8815.0,4198.0,7526.0,147686.0,8083.0,155769.0,1723.0,22149.0,3906.0
2020-06-01,188848.0,8445.0,2249.0,10392.0,11405.0,8283.0,7158.0,5388.0,65948.0,8239.0,2454.0,4610.0,9485.0,4704.0,7931.0,178231.0,10617.0,188848.0,1760.0,25808.0,4589.0
2020-07-01,229026.0,9805.0,4244.0,14665.0,14622.0,9384.0,7756.0,6859.0,81394.0,9603.0,2817.0,6767.0,10570.0,5360.0,8503.0,217033.0,11993.0,229026.0,1781.0,30233.0,4663.0
2020-08-01,257294.0,11233.0,4516.0,18146.0,17071.0,9520.0,8410.0,8077.0,91190.0,11134.0,3008.0,6978.0,11427.0,6488.0,9722.0,243661.0,13633.0,257294.0,2314.0,33319.0,4741.0
2020-09-01,292980.0,11942.0,5684.0,18647.0,20591.0,12527.0,9195.0,9554.0,99970.0,13094.0,3377.0,7811.0,13923.0,6904.0,13567.0,277694.0,15286.0,292980.0,2347.0,38551.0,5296.0
2020-10-01,326237.0,12436.0,8367.0,19151.0,22526.0,13211.0,9854.0,10123.0,108095.0,17916.0,3670.0,10359.0,14798.0,7400.0,13881.0,310225.0,16012.0,326237.0,2381.0,45625.0,6444.0
2020-11-01,360711.0,13157.0,9068.0,21628.0,22797.0,16600.0,10592.0,10307.0,119766.0,21341.0,4037.0,11639.0,15979.0,7945.0,16430.0,339738.0,20973.0,360711.0,2451.0,50457.0,6517.0
2020-12-01,457514.0,19145.0,11729.0,24460.0,28063.0,16951.0,12438.0,10512.0,165375.0,28745.0,5017.0,13153.0,17444.0,12230.0,23206.0,375713.0,81801.0,457514.0,3551.0,58181.0,7314.0
2021-01-01,26183.0,2256.0,3138.0,1279.0,308.0,884.0,393.0,57.0,8141.0,1327.0,152.0,1815.0,405.0,273.0,845.0,24762.0,1421.0,26183.0,15.0,2695.0,2200.0
2021-02-01,59830.0,3193.0,4038.0,2891.0,1743.0,3446.0,768.0,495.0,19110.0,2029.0,333.0,2254.0,2980.0,1606.0,3056.0,53928.0,5902.0,59830.0,38.0,9599.0,2251.0
