,총수주액[백만원],공공부문[백만원],중앙정부[백만원],지방자치단체[백만원],공기업[백만원],기타공공단체[백만원],민간부문[백만원],제조업[백만원],비제조업[백만원],국내외국기관[백만원],민자[백만원],건축[백만원],주택[백만원],사무실 및 점포[백만원],공장 및 창고[백만원],관공서[백만원],기타[백만원],토목[백만원],치산 및 치수[백만원],농림 및 수산[백만원],도로 및 교량[백만원],항만 및 공항[백만원],철도 및 궤도[백만원],상하수도[백만원],발전 및 송전[백만원],토지조성[백만원],댐[백만원],기계설치[백만원],기타[백만원],조경공사[백만원]
1983-09-01,397726.0,196008.0,23680.0,63107.0,106177.0,3044.0,186855.0,34353.0,152502.0,14863.0,,237074.0,111303.0,38119.0,20274.0,46853.0,20525.0,160652.0,77308.0,771.0,24567.0,3740.0,14821.0,8381.0,11789.0,9373.0,0.0,7107.0,2795.0,
1983-10-01,386770.0,167885.0,32838.0,47371.0,64685.0,22991.0,217259.0,63635.0,153624.0,1626.0,,216414.0,87281.0,75292.0,20458.0,25166.0,8217.0,170356.0,11115.0,45566.0,33965.0,2189.0,18103.0,12285.0,10988.0,15143.0,3609.0,8769.0,8624.0,
1983-11-01,337520.0,201890.0,36959.0,74242.0,84097.0,6592.0,114657.0,36868.0,77789.0,20973.0,,151625.0,44552.0,38586.0,19697.0,40034.0,8756.0,185895.0,21853.0,3881.0,63847.0,2952.0,22013.0,5845.0,26150.0,17919.0,0.0,3027.0,18408.0,
1983-12-01,668138.0,467992.0,147318.0,91861.0,222640.0,6173.0,199512.0,72330.0,127182.0,634.0,,280073.0,121197.0,44586.0,63493.0,30879.0,19918.0,388065.0,690.0,5747.0,137752.0,13424.0,41481.0,13662.0,46251.0,42411.0,64654.0,20090.0,1903.0,
1984-01-01,154853.0,32125.0,4981.0,7074.0,18597.0,1473.0,122719.0,17827.0,104892.0,9.0,,62407.0,18316.0,21028.0,13598.0,9454.0,11.0,92446.0,105.0,2352.0,2691.0,4162.0,1914.0,851.0,5925.0,72684.0,0.0,1111.0,651.0,
1984-02-01,216819.0,115993.0,17872.0,18525.0,55667.0,23929.0,100036.0,28336.0,71700.0,790.0,,107833.0,38373.0,41474.0,13171.0,7304.0,7511.0,108986.0,19435.0,25756.0,21559.0,11549.0,35.0,2918.0,4630.0,7881.0,1710.0,4772.0,8741.0,
1984-03-01,456977.0,285577.0,97913.0,79054.0,82535.0,26075.0,170369.0,33723.0,136646.0,1031.0,,255487.0,71317.0,70245.0,33905.0,35120.0,44900.0,201490.0,2868.0,12686.0,35035.0,14723.0,794.0,23831.0,10327.0,31154.0,1392.0,17675.0,51005.0,
1984-04-01,445287.0,249216.0,93383.0,103295.0,37279.0,15259.0,193629.0,55737.0,137892.0,2442.0,,267121.0,112008.0,43167.0,43974.0,39939.0,28033.0,178166.0,15363.0,5792.0,48287.0,25215.0,1335.0,15663.0,11533.0,42837.0,271.0,3402.0,8468.0,
1984-05-01,464727.0,288986.0,73904.0,58123.0,151624.0,5335.0,172699.0,43150.0,129549.0,3042.0,,267685.0,104088.0,55926.0,38188.0,39885.0,29598.0,197042.0,771.0,2979.0,74848.0,36965.0,11866.0,19873.0,11733.0,30665.0,2703.0,3320.0,1319.0,
1984-06-01,438974.0,241631.0,75404.0,56454.0,105498.0,4275.0,194435.0,50896.0,143539.0,2908.0,,268793.0,121907.0,66300.0,29479.0,29718.0,21389.0,170181.0,2361.0,3214.0,34876.0,36284.0,29001.0,15839.0,14068.0,18258.0,32.0,10242.0,6006.0,
1984-07-01,340821.0,231479.0,16469.0,108315.0,77000.0,29695.0,109269.0,21615.0,87654.0,73.0,,257594.0,134294.0,68159.0,10006.0,33345.0,11790.0,83227.0,2291.0,2747.0,21718.0,600.0,7969.0,13782.0,8551.0,18834.0,62.0,2123.0,4550.0,
1984-08-01,323622.0,224711.0,21346.0,134586.0,61216.0,7563.0,98475.0,43356.0,55119.0,436.0,,227043.0,97618.0,45518.0,34910.0,34876.0,14121.0,96579.0,1168.0,1483.0,15182.0,1645.0,1592.0,6458.0,18386.0,45011.0,0.0,2742.0,2912.0,
1984-09-01,223639.0,108667.0,22948.0,32060.0,51214.0,2445.0,104703.0,32410.0,72293.0,10269.0,,134740.0,15684.0,55129.0,23490.0,18208.0,22229.0,88899.0,4827.0,456.0,17938.0,5103.0,13098.0,2852.0,8154.0,24962.0,55.0,9613.0,1841.0,
1984-10-01,515539.0,282752.0,76463.0,52189.0,141535.0,12565.0,213875.0,65107.0,148768.0,18912.0,,340393.0,165974.0,93775.0,28620.0,27723.0,24301.0,175146.0,1543.0,5106.0,51466.0,8931.0,5590.0,42049.0,13308.0,29517.0,19.0,10198.0,7419.0,
1984-11-01,911446.0,672008.0,61472.0,377241.0,198888.0,34407.0,238858.0,65618.0,173240.0,580.0,,594325.0,505624.0,40728.0,18844.0,12870.0,16259.0,317121.0,15140.0,24353.0,143304.0,3023.0,8702.0,57537.0,12637.0,34247.0,49.0,15339.0,2790.0,
1984-12-01,694312.0,374538.0,41999.0,158686.0,152272.0,21581.0,319690.0,85538.0,234152.0,84.0,,380610.0,200396.0,65689.0,57462.0,27321.0,29742.0,313702.0,10033.0,43535.0,54536.0,408.0,50605.0,52653.0,15791.0,73290.0,3923.0,4790.0,4138.0,
1985-01-01,241909.0,92257.0,5634.0,17441.0,66360.0,2822.0,148861.0,16706.0,132155.0,791.0,,167180.0,127084.0,17644.0,17044.0,4618.0,790.0,74729.0,108.0,4908.0,8035.0,12383.0,0.0,10746.0,10060.0,752.0,0.0,27366.0,371.0,
1985-02-01,461481.0,375441.0,126075.0,65578.0,171568.0,12220.0,85101.0,29531.0,55570.0,939.0,,153197.0,44852.0,41246.0,20234.0,40468.0,6397.0,308284.0,5358.0,15247.0,87553.0,17393.0,4600.0,15066.0,12983.0,129733.0,0.0,7805.0,12546.0,
1985-03-01,472214.0,278231.0,71062.0,84935.0,81196.0,41038.0,191959.0,39827.0,152132.0,2024.0,,244812.0,107753.0,66892.0,26989.0,31708.0,11470.0,227402.0,2432.0,42013.0,45259.0,15246.0,1810.0,43748.0,13529.0,36764.0,0.0,12587.0,14014.0,
1985-04-01,606123.0,429858.0,54094.0,108359.0,260703.0,6702.0,175345.0,55022.0,120323.0,920.0,,390203.0,161450.0,156540.0,34812.0,22544.0,14857.0,215920.0,8188.0,5463.0,49335.0,20657.0,7066.0,59274.0,10865.0,45392.0,0.0,1752.0,7928.0,
1985-05-01,456700.0,270791.0,65827.0,73459.0,125185.0,6320.0,178594.0,53185.0,125409.0,7315.0,,282427.0,98872.0,85119.0,45684.0,34170.0,18582.0,174273.0,7482.0,10550.0,51789.0,2987.0,8218.0,38935.0,21107.0,15268.0,263.0,4122.0,13552.0,
1985-06-01,356178.0,193884.0,51423.0,70256.0,52837.0,19368.0,158961.0,41536.0,117425.0,3333.0,,210175.0,67005.0,33667.0,37282.0,49660.0,22561.0,146003.0,6109.0,16850.0,16839.0,3895.0,19264.0,12302.0,19139.0,35680.0,93.0,9382.0,6450.0,
1985-07-01,418767.0,287325.0,54649.0,150020.0,70022.0,12634.0,115901.0,58340.0,57561.0,15541.0,,210644.0,71731.0,49478.0,27911.0,19632.0,41892.0,208123.0,1313.0,2684.0,22185.0,8793.0,23012.0,83486.0,9213.0,21924.0,0.0,26132.0,9381.0,
1985-08-01,394344.0,260523.0,47657.0,63431.0,137441.0,11994.0,124278.0,42411.0,81867.0,9543.0,,228091.0,60634.0,49105.0,48052.0,53632.0,16668.0,166253.0,1763.0,32929.0,22424.0,19265.0,2676.0,9175.0,41380.0,23006.0,0.0,5507.0,8128.0,
1985-09-01,355371.0,191561.0,47226.0,59017.0,71496.0,13822.0,141627.0,46649.0,94978.0,22183.0,,211585.0,66223.0,61579.0,39452.0,23929.0,20402.0,143786.0,4397.0,4815.0,27550.0,12865.0,8752.0,20036.0,5377.0,11711.0,26499.0,6037.0,15747.0,
1985-10-01,376697.0,236052.0,64138.0,67925.0,96740.0,7249.0,118653.0,50492.0,68161.0,21992.0,,172183.0,53014.0,28496.0,41713.0,34774.0,14186.0,204514.0,3117.0,5200.0,56106.0,8622.0,7883.0,39235.0,8975.0,57823.0,0.0,8398.0,9155.0,
1985-11-01,500231.0,290610.0,38909.0,97130.0,133852.0,20719.0,199274.0,50484.0,148790.0,10347.0,,268090.0,130262.0,58942.0,48813.0,22055.0,8018.0,232141.0,3346.0,13659.0,86213.0,24988.0,244.0,43733.0,12439.0,27228.0,0.0,9091.0,11200.0,
1985-12-01,748462.0,554135.0,121754.0,257525.0,118300.0,56556.0,191636.0,78514.0,113122.0,2691.0,,454310.0,225124.0,71826.0,65331.0,65352.0,26677.0,294152.0,4475.0,34156.0,36895.0,5066.0,18544.0,60992.0,13227.0,84639.0,1729.0,29124.0,5305.0,
1986-01-01,167685.0,80585.0,589.0,10167.0,62739.0,7090.0,83803.0,28932.0,54871.0,3297.0,,82924.0,28273.0,23411.0,25104.0,2193.0,3943.0,84761.0,297.0,9028.0,3348.0,904.0,0.0,3839.0,17455.0,32863.0,0.0,8762.0,8265.0,
1986-02-01,325670.0,162054.0,40687.0,23197.0,89719.0,8451.0,163391.0,53501.0,109890.0,225.0,,191220.0,50562.0,76403.0,50815.0,9379.0,4061.0,134450.0,257.0,15584.0,31693.0,30963.0,11263.0,7904.0,10034.0,15826.0,0.0,7172.0,3754.0,
1986-03-01,618019.0,327828.0,100128.0,60066.0,129344.0,38290.0,287608.0,54363.0,233245.0,2583.0,,343373.0,181953.0,50849.0,48496.0,35128.0,26947.0,274646.0,9067.0,26626.0,98600.0,13965.0,12059.0,32980.0,14128.0,24225.0,1250.0,28644.0,13102.0,
1986-04-01,579570.0,369351.0,94629.0,103766.0,123276.0,47680.0,206053.0,110726.0,95327.0,4166.0,,351801.0,115069.0,69927.0,105504.0,29486.0,31815.0,227769.0,1661.0,5682.0,77342.0,27034.0,3724.0,20182.0,35550.0,18987.0,27.0,8831.0,28749.0,
1986-05-01,554393.0,251296.0,73181.0,68249.0,104844.0,5022.0,281862.0,85420.0,196442.0,21235.0,,372071.0,199428.0,38989.0,56760.0,45899.0,30995.0,182322.0,2064.0,1371.0,53331.0,19044.0,5701.0,12721.0,20577.0,33314.0,149.0,12285.0,21765.0,
1986-06-01,418997.0,147872.0,24884.0,54984.0,63550.0,4454.0,265719.0,57196.0,208523.0,5406.0,,298273.0,82486.0,117115.0,45090.0,24465.0,29117.0,120724.0,1256.0,2901.0,14244.0,6911.0,2615.0,14889.0,12462.0,25339.0,4640.0,28569.0,6898.0,
1986-07-01,434684.0,229087.0,48450.0,62208.0,108915.0,9514.0,174076.0,92916.0,81160.0,31521.0,,257871.0,65490.0,51514.0,69629.0,28703.0,42535.0,176813.0,1314.0,5623.0,28741.0,19099.0,22741.0,12258.0,5174.0,18015.0,15676.0,13170.0,35002.0,
1986-08-01,470431.0,226550.0,67586.0,101088.0,42405.0,15471.0,232551.0,95250.0,137301.0,11330.0,,336326.0,93739.0,98510.0,82768.0,49949.0,11360.0,134105.0,4509.0,11.0,20820.0,45190.0,4703.0,14432.0,9796.0,13821.0,0.0,15454.0,5369.0,
1986-09-01,394361.0,199303.0,10046.0,31886.0,151930.0,5441.0,184550.0,61216.0,123334.0,10508.0,,310074.0,116559.0,99818.0,40106.0,34784.0,18807.0,84287.0,3361.0,3547.0,19538.0,1492.0,1494.0,6392.0,7253.0,15703.0,0.0,18661.0,6846.0,
1986-10-01,482504.0,263668.0,43518.0,88364.0,123732.0,8054.0,214476.0,139348.0,75128.0,4360.0,,327561.0,128333.0,47194.0,104494.0,32528.0,15012.0,154943.0,10796.0,3040.0,43384.0,1364.0,852.0,28423.0,7884.0,24936.0,0.0,30753.0,3511.0,
1986-11-01,544908.0,268823.0,81410.0,72272.0,93684.0,21457.0,274955.0,74579.0,200376.0,1130.0,,362440.0,191383.0,93205.0,34700.0,17130.0,26022.0,182468.0,2737.0,19565.0,31671.0,5106.0,13420.0,18529.0,7435.0,32669.0,14761.0,13181.0,23394.0,
1986-12-01,989457.0,519461.0,143531.0,116953.0,243356.0,15621.0,469382.0,254623.0,214759.0,614.0,,538715.0,158359.0,62835.0,214021.0,61050.0,42450.0,450742.0,23340.0,5330.0,59439.0,51360.0,4859.0,21356.0,3325.0,192822.0,53605.0,17228.0,18078.0,
1987-01-01,217801.0,86284.0,32645.0,5679.0,31834.0,16126.0,131201.0,30851.0,100350.0,316.0,,148235.0,46146.0,53425.0,21177.0,23173.0,4314.0,69566.0,46.0,7626.0,4347.0,2176.0,0.0,5028.0,12854.0,11140.0,0.0,3058.0,23291.0,
1987-02-01,498000.0,178251.0,63105.0,5518.0,103771.0,5857.0,311869.0,72790.0,239079.0,7880.0,,338522.0,178679.0,23461.0,63551.0,32909.0,39922.0,159478.0,600.0,7958.0,64796.0,27099.0,128.0,10613.0,5271.0,20537.0,0.0,13655.0,8821.0,
1987-03-01,731672.0,440322.0,57039.0,48999.0,295782.0,38502.0,289945.0,94676.0,195269.0,1405.0,,362554.0,153707.0,33176.0,85412.0,34773.0,55486.0,369118.0,1764.0,29448.0,76332.0,10286.0,1453.0,30249.0,7217.0,153078.0,30174.0,16786.0,12331.0,
1987-04-01,595723.0,309472.0,154913.0,84691.0,59108.0,10760.0,284667.0,90252.0,194415.0,1584.0,,337030.0,105603.0,69567.0,57437.0,69846.0,34577.0,258693.0,5191.0,12293.0,35800.0,68766.0,7605.0,33267.0,13105.0,24262.0,22826.0,14100.0,21478.0,
1987-05-01,756886.0,408882.0,77446.0,212959.0,110059.0,8418.0,341448.0,235269.0,106179.0,6556.0,,465948.0,220793.0,72971.0,90125.0,35704.0,46355.0,290938.0,3848.0,29113.0,28907.0,18124.0,10986.0,13732.0,13934.0,76464.0,0.0,80653.0,15177.0,
1987-06-01,441312.0,232838.0,55836.0,78535.0,90039.0,8428.0,206829.0,103135.0,103694.0,1645.0,,289191.0,78306.0,64958.0,81316.0,35260.0,29351.0,152121.0,5400.0,2923.0,31647.0,8276.0,3875.0,12604.0,16240.0,50735.0,0.0,9798.0,10623.0,
1987-07-01,476792.0,278219.0,69500.0,116978.0,86140.0,5601.0,195088.0,85052.0,110036.0,3485.0,,281552.0,90048.0,59651.0,73297.0,43661.0,14895.0,195240.0,412.0,2269.0,83623.0,4349.0,3389.0,37275.0,5194.0,20656.0,0.0,27447.0,10626.0,
1987-08-01,509594.0,177841.0,49778.0,53085.0,53450.0,21528.0,318429.0,102844.0,215585.0,13324.0,,399963.0,173528.0,55184.0,93329.0,50178.0,27744.0,109631.0,371.0,1285.0,34512.0,14476.0,0.0,15885.0,8253.0,15504.0,0.0,13971.0,5374.0,
1987-09-01,563511.0,181366.0,50394.0,50838.0,71295.0,8839.0,309911.0,138083.0,171828.0,72234.0,,355674.0,103308.0,52527.0,66961.0,95313.0,37565.0,207837.0,544.0,3059.0,55654.0,9984.0,4986.0,12902.0,31901.0,29555.0,3707.0,40205.0,15340.0,
1987-10-01,532544.0,229224.0,22891.0,80895.0,105558.0,19880.0,295915.0,112926.0,182989.0,7405.0,,346615.0,135018.0,80531.0,89038.0,30422.0,11606.0,185929.0,2807.0,7838.0,66630.0,3380.0,69.0,4559.0,11314.0,64279.0,0.0,21332.0,3721.0,
1987-11-01,647605.0,365023.0,98347.0,101884.0,114933.0,49859.0,282483.0,152795.0,129688.0,99.0,,310756.0,127859.0,62538.0,60805.0,34130.0,25424.0,336849.0,12478.0,31742.0,120109.0,9090.0,10020.0,17551.0,23066.0,27736.0,5848.0,72826.0,6383.0,
1987-12-01,1278442.0,945184.0,239165.0,271468.0,337990.0,96561.0,333225.0,105530.0,227695.0,33.0,,455200.0,189152.0,68881.0,66302.0,80560.0,50305.0,823242.0,18018.0,63056.0,246626.0,26130.0,6773.0,61036.0,226002.0,118503.0,12839.0,33420.0,10839.0,
1988-01-01,290888.0,156412.0,1816.0,12813.0,130273.0,11510.0,134178.0,53955.0,80223.0,298.0,,121581.0,43588.0,40548.0,28361.0,4128.0,4956.0,169307.0,847.0,11765.0,81331.0,1816.0,175.0,8309.0,24214.0,24805.0,0.0,12351.0,3694.0,
1988-02-01,488566.0,221239.0,40433.0,17945.0,152622.0,10239.0,266203.0,61079.0,205124.0,1124.0,,317280.0,140050.0,64816.0,49312.0,44210.0,18892.0,171286.0,2045.0,5259.0,54966.0,14234.0,23.0,6917.0,8922.0,34826.0,0.0,25797.0,18297.0,
1988-03-01,701411.0,326110.0,87782.0,62241.0,136533.0,39554.0,373463.0,114343.0,259120.0,1838.0,,412157.0,207534.0,51317.0,87151.0,50648.0,15507.0,289254.0,6256.0,21588.0,55390.0,42276.0,7937.0,17651.0,20697.0,59486.0,27812.0,13417.0,16744.0,
1988-04-01,487016.0,209644.0,76137.0,64680.0,52906.0,15921.0,276218.0,96791.0,179427.0,1154.0,,330800.0,118223.0,91747.0,63894.0,33347.0,23589.0,156216.0,6203.0,6608.0,20002.0,7737.0,5724.0,50939.0,10749.0,26681.0,2447.0,8542.0,10584.0,
1988-05-01,707615.0,279520.0,97644.0,86048.0,76960.0,18868.0,422935.0,99498.0,323437.0,5160.0,,512451.0,217692.0,130492.0,88165.0,45577.0,30525.0,195164.0,6756.0,16494.0,73312.0,13484.0,2646.0,17668.0,8484.0,37071.0,79.0,9949.0,9221.0,
1988-06-01,704163.0,351049.0,155490.0,56411.0,134312.0,4836.0,349352.0,137601.0,211751.0,3762.0,,437795.0,155608.0,88653.0,101752.0,49707.0,42075.0,266368.0,3353.0,36451.0,74127.0,45471.0,12703.0,9216.0,20289.0,32918.0,0.0,10590.0,21250.0,
1988-07-01,570605.0,203476.0,44468.0,50653.0,91951.0,16404.0,365739.0,167383.0,198356.0,1390.0,,444279.0,173293.0,61770.0,142448.0,38630.0,28138.0,126326.0,482.0,3895.0,38855.0,1680.0,0.0,21259.0,7522.0,24559.0,0.0,24340.0,3734.0,
1988-08-01,479450.0,189257.0,45333.0,52296.0,84273.0,7355.0,278823.0,116405.0,162418.0,11370.0,,326331.0,142598.0,49088.0,83081.0,30348.0,21216.0,153119.0,862.0,5039.0,55681.0,4366.0,8902.0,10622.0,12446.0,34385.0,0.0,19196.0,1620.0,
1988-09-01,651744.0,202615.0,30631.0,38266.0,130904.0,2814.0,419147.0,190521.0,228626.0,29982.0,,520887.0,198832.0,97145.0,153350.0,47796.0,23764.0,130857.0,1343.0,2225.0,14811.0,18734.0,356.0,11486.0,20874.0,52995.0,0.0,4710.0,3323.0,
1988-10-01,466576.0,158275.0,22376.0,30689.0,87163.0,18047.0,296793.0,108111.0,188682.0,11508.0,,339257.0,127969.0,77013.0,67910.0,28659.0,37706.0,127319.0,2198.0,4146.0,18850.0,18938.0,6.0,9676.0,13927.0,35345.0,0.0,11811.0,12422.0,
1988-11-01,601008.0,185031.0,23641.0,86335.0,55629.0,19426.0,414233.0,137170.0,277063.0,1744.0,,425467.0,202653.0,96888.0,73780.0,38456.0,13690.0,175541.0,5449.0,22934.0,15883.0,628.0,15046.0,39402.0,9069.0,29107.0,0.0,26215.0,11808.0,
1988-12-01,1143418.0,505688.0,110129.0,220332.0,151753.0,23474.0,637542.0,363495.0,274047.0,188.0,,733766.0,183215.0,165389.0,269954.0,79178.0,36030.0,409652.0,2401.0,7497.0,71477.0,15456.0,306.0,120792.0,29133.0,120435.0,11255.0,23527.0,7373.0,
1989-01-01,373011.0,119919.0,142.0,55319.0,51698.0,12760.0,253049.0,92108.0,160941.0,43.0,,271844.0,102378.0,88469.0,67863.0,12907.0,227.0,101167.0,0.0,7148.0,6527.0,992.0,0.0,36075.0,739.0,25621.0,10529.0,11362.0,2174.0,
1989-02-01,550442.0,164443.0,22521.0,13803.0,105861.0,22258.0,385137.0,63750.0,321387.0,862.0,,374238.0,138966.0,144874.0,44920.0,36237.0,9241.0,176204.0,978.0,19938.0,34468.0,2457.0,7.0,7238.0,22679.0,72429.0,0.0,11047.0,4963.0,
1989-03-01,823120.0,354296.0,57662.0,77627.0,204834.0,14173.0,461447.0,117639.0,343808.0,7377.0,,571191.0,220732.0,180419.0,119417.0,33438.0,17185.0,251929.0,3277.0,26889.0,87941.0,13421.0,0.0,23490.0,9629.0,33482.0,15384.0,30908.0,7508.0,
1989-04-01,931524.0,344116.0,157220.0,71634.0,105760.0,9502.0,587048.0,118357.0,468691.0,360.0,,652334.0,293440.0,209975.0,69839.0,39439.0,39641.0,279190.0,5128.0,9749.0,101232.0,49476.0,377.0,9523.0,12686.0,45755.0,8461.0,33925.0,2878.0,
1989-05-01,1330333.0,661421.0,167192.0,159999.0,320480.0,13750.0,662774.0,189119.0,473655.0,6138.0,,797587.0,303550.0,254246.0,144855.0,64876.0,30060.0,532746.0,8153.0,13935.0,176089.0,49604.0,5824.0,30245.0,126528.0,68634.0,0.0,48641.0,5093.0,
1989-06-01,1209217.0,432374.0,66076.0,154817.0,186336.0,25145.0,774720.0,138438.0,636282.0,2123.0,,904998.0,469837.0,193980.0,106811.0,69705.0,64665.0,304219.0,8468.0,29364.0,139499.0,16489.0,4075.0,25873.0,11316.0,20596.0,1137.0,43171.0,4231.0,
1989-07-01,979129.0,332654.0,59371.0,95103.0,163496.0,14684.0,645547.0,265484.0,380063.0,928.0,,773784.0,290969.0,178771.0,214728.0,59413.0,29903.0,205345.0,387.0,1253.0,88284.0,13920.0,27.0,12268.0,9591.0,40776.0,0.0,36625.0,2214.0,
1989-08-01,1053495.0,317707.0,77668.0,100734.0,127217.0,12088.0,729152.0,265659.0,463493.0,6636.0,,753222.0,323591.0,216390.0,134579.0,47871.0,30791.0,300273.0,485.0,8491.0,47646.0,19219.0,4139.0,20919.0,26570.0,81568.0,0.0,86251.0,4985.0,
1989-09-01,1315693.0,560535.0,158245.0,81649.0,307658.0,12983.0,750506.0,139528.0,610978.0,4652.0,,820532.0,422071.0,238025.0,101329.0,39301.0,19806.0,495161.0,13680.0,8407.0,151009.0,31310.0,83017.0,24891.0,28456.0,91428.0,0.0,36090.0,26873.0,
1989-10-01,1533264.0,839675.0,54434.0,101911.0,669541.0,13789.0,690169.0,180092.0,510077.0,3420.0,,741631.0,253491.0,350610.0,69106.0,46816.0,21608.0,791633.0,16899.0,6496.0,268153.0,8325.0,699.0,19112.0,312628.0,124402.0,0.0,34155.0,764.0,
1989-11-01,1114700.0,558444.0,161936.0,124986.0,237210.0,34312.0,556256.0,167034.0,389222.0,,,571448.0,231577.0,162381.0,135112.0,33671.0,8707.0,543252.0,6419.0,77284.0,179415.0,6418.0,17124.0,25337.0,32997.0,97051.0,12816.0,79754.0,8637.0,
1989-12-01,2239318.0,1253128.0,526009.0,338664.0,348101.0,40354.0,985971.0,305388.0,680583.0,219.0,,1234471.0,520444.0,295306.0,192621.0,136911.0,89189.0,1004847.0,33620.0,75300.0,292606.0,44790.0,122174.0,127612.0,23830.0,212426.0,2310.0,52543.0,17636.0,
1990-01-01,828525.0,173681.0,5610.0,48700.0,102492.0,16879.0,654698.0,120405.0,534293.0,146.0,,589776.0,215137.0,259967.0,101423.0,11960.0,1289.0,238749.0,3038.0,23389.0,12233.0,5131.0,0.0,8156.0,27118.0,121898.0,0.0,37103.0,683.0,
1990-02-01,1126850.0,311488.0,76610.0,48791.0,180235.0,5852.0,815362.0,156337.0,659025.0,,,758551.0,435829.0,181225.0,100378.0,22240.0,18879.0,368299.0,57.0,11810.0,70289.0,13182.0,59211.0,19440.0,85015.0,69005.0,3427.0,31798.0,5065.0,
1990-03-01,1357588.0,621422.0,186574.0,146625.0,247966.0,40257.0,735832.0,129140.0,606692.0,334.0,,822452.0,437960.0,228282.0,106686.0,35694.0,13830.0,535136.0,10742.0,36880.0,247671.0,18743.0,15565.0,44168.0,23412.0,114531.0,2811.0,16778.0,3835.0,
1990-04-01,1366789.0,533149.0,123565.0,134005.0,254421.0,21158.0,833570.0,121398.0,712172.0,70.0,,939968.0,552803.0,231132.0,85308.0,44652.0,26073.0,426821.0,3643.0,17004.0,162948.0,13382.0,0.0,31260.0,25297.0,122212.0,1921.0,30821.0,18333.0,
1990-05-01,1963515.0,647884.0,214330.0,176058.0,244181.0,13315.0,1313826.0,365998.0,947828.0,1805.0,,1393628.0,686409.0,322031.0,226318.0,84108.0,74762.0,569887.0,8003.0,15539.0,206058.0,37909.0,6562.0,16030.0,18391.0,176616.0,0.0,73078.0,11701.0,
1990-06-01,1693462.0,665697.0,195229.0,206201.0,240798.0,23469.0,1027437.0,340625.0,686812.0,328.0,,1123633.0,568537.0,151169.0,236819.0,71383.0,95725.0,569829.0,5472.0,1182.0,105096.0,38568.0,76421.0,37650.0,31531.0,191487.0,0.0,37209.0,45213.0,
1990-07-01,1683218.0,540767.0,131656.0,178879.0,205563.0,24669.0,1142409.0,203960.0,938449.0,42.0,,1110872.0,667819.0,261453.0,120215.0,31620.0,29765.0,572346.0,1788.0,8937.0,79206.0,29657.0,129042.0,40372.0,23229.0,202373.0,0.0,22197.0,35545.0,
1990-08-01,1681734.0,628384.0,68741.0,212374.0,272333.0,74936.0,1053121.0,153036.0,900085.0,229.0,,1171161.0,725260.0,188778.0,153910.0,76469.0,26744.0,510573.0,730.0,8033.0,142630.0,13105.0,101222.0,24995.0,22117.0,156371.0,0.0,38101.0,3269.0,
1990-09-01,2219276.0,781250.0,203418.0,280479.0,232645.0,64708.0,1434539.0,221590.0,1212949.0,3487.0,,1626804.0,1193345.0,165045.0,129091.0,99591.0,39732.0,592472.0,2099.0,10778.0,106247.0,160934.0,80081.0,18505.0,9452.0,117915.0,0.0,50311.0,36150.0,
1990-10-01,2004481.0,938960.0,50028.0,158498.0,700919.0,29515.0,1062982.0,215428.0,847554.0,2539.0,,1122825.0,706214.0,255980.0,90586.0,57356.0,12689.0,881656.0,3505.0,19267.0,105208.0,61901.0,97065.0,65376.0,129286.0,286324.0,0.0,85947.0,27777.0,
1990-11-01,1881444.0,674222.0,121043.0,152299.0,346725.0,54155.0,1207161.0,365939.0,841222.0,61.0,,1273843.0,846952.0,97625.0,185176.0,78865.0,65225.0,607601.0,6737.0,49986.0,101739.0,22668.0,31516.0,80401.0,122115.0,144188.0,0.0,46908.0,1343.0,
1990-12-01,3157074.0,2085816.0,238562.0,1075047.0,682803.0,89404.0,1071258.0,358715.0,712543.0,,,1492091.0,887879.0,155128.0,228305.0,137792.0,82987.0,1664983.0,13526.0,15049.0,428753.0,27617.0,509270.0,162121.0,28061.0,277841.0,0.0,158817.0,43928.0,
1991-01-01,893098.0,303711.0,25442.0,71190.0,194537.0,12542.0,589387.0,172650.0,416737.0,,,508851.0,267760.0,130110.0,71634.0,35467.0,3880.0,384247.0,454.0,6708.0,65690.0,236.0,3981.0,44277.0,73642.0,83883.0,0.0,51322.0,54054.0,
1991-02-01,1046285.0,241555.0,5485.0,72299.0,131284.0,32487.0,804651.0,152250.0,652401.0,79.0,,778395.0,412366.0,235642.0,92305.0,33978.0,4104.0,267890.0,606.0,12401.0,74199.0,6680.0,89.0,7042.0,33202.0,70450.0,0.0,35426.0,27795.0,
1991-03-01,1728308.0,591126.0,39887.0,182796.0,340017.0,28426.0,1136156.0,316831.0,819325.0,1026.0,,1334131.0,576913.0,446698.0,214117.0,87971.0,8432.0,394177.0,13799.0,33657.0,113808.0,4191.0,15446.0,23524.0,7558.0,157173.0,3400.0,17784.0,3837.0,
1991-04-01,1854258.0,863429.0,121104.0,275753.0,436017.0,30555.0,990059.0,237187.0,752872.0,770.0,,1221012.0,582400.0,352478.0,189456.0,74316.0,22362.0,633246.0,15910.0,33159.0,220477.0,31209.0,14207.0,55760.0,85097.0,85060.0,12301.0,38630.0,41436.0,
